N,P,K,temperature,humidity,ph,rainfall,label
25,32,28,31.59,85.41,6.01,212.18,grapes
19,29,33,32.16,91.56,5.13,202.34,grapes
23,39,29,31.32,86.92,6.24,198.08,grapes
23,38,30,32.22,90.1,6.03,209.5,grapes
29,36,26,30.08,86.9,5.0,190.19,grapes
29,32,28,30.81,89.86,5.69,199.32,grapes
25,37,33,30.45,88.21,5.29,191.76,grapes
25,33,28,32.06,87.36,5.65,196.76,grapes
18,37,31,29.97,85.38,6.18,212.06,grapes
23,36,26,31.81,89.46,6.3,210.62,grapes
28,39,28,32.4,91.28,5.33,210.55,grapes
18,30,33,30.19,88.8,5.0,201.25,grapes
24,35,32,29.6,86.42,6.4,209.68,grapes
22,32,26,29.45,90.9,5.65,191.29,grapes
25,30,32,30.84,87.32,5.09,191.2,grapes
23,38,31,31.72,88.1,5.65,193.47,grapes
25,39,29,29.13,91.51,5.58,189.31,grapes
23,35,32,32.45,86.05,6.29,201.8,grapes
18,36,29,31.07,89.99,5.68,203.21,grapes
24,34,28,29.87,87.44,5.6,202.34,grapes
22,36,33,30.79,86.78,5.75,213.35,grapes
20,38,33,31.28,88.08,6.35,194.95,grapes
27,35,28,29.46,91.96,6.28,209.65,grapes
20,33,27,31.63,85.46,5.49,200.04,grapes
26,39,28,31.14,91.34,5.27,195.93,grapes
27,31,30,32.32,90.57,6.22,205.3,grapes
23,33,28,31.27,89.69,5.25,209.88,grapes
20,29,33,30.63,86.65,6.48,190.32,grapes
20,38,32,29.25,85.74,6.09,207.15,grapes
22,34,26,30.1,88.08,5.07,199.67,grapes
21,35,26,30.39,90.64,5.1,190.65,grapes
27,35,33,30.98,88.95,5.14,211.37,grapes
25,28,33,29.64,90.53,5.8,189.47,grapes
25,38,29,31.71,89.48,6.24,202.11,grapes
28,37,28,29.32,91.28,5.64,207.51,grapes
19,33,29,29.61,89.27,5.24,188.05,grapes
28,33,30,29.12,90.18,6.12,197.31,grapes
19,39,26,31.49,88.36,6.07,203.91,grapes
26,36,27,32.99,85.23,5.09,190.25,grapes
18,37,32,29.37,87.43,5.84,199.75,grapes
27,36,30,31.53,88.28,5.4,213.91,grapes
25,35,32,32.46,91.53,5.27,197.8,grapes
25,28,26,32.44,90.67,5.35,195.08,grapes
25,29,27,32.68,88.4,6.14,189.48,grapes
21,31,31,30.69,86.21,5.93,208.08,grapes
26,31,31,30.02,90.51,5.14,202.11,grapes
18,29,31,30.36,87.84,5.41,190.69,grapes
29,38,26,31.49,90.34,5.54,197.95,grapes
29,29,33,30.88,85.1,6.14,204.46,grapes
20,33,33,32.26,86.05,6.47,193.95,grapes
21,31,27,31.96,88.98,6.2,201.03,grapes
24,33,33,29.66,85.05,5.3,194.01,grapes
18,33,28,31.76,90.4,6.08,189.2,grapes
28,37,27,32.57,85.29,6.29,202.61,grapes
24,30,31,31.09,90.24,5.86,211.42,grapes
26,28,29,32.01,89.41,5.54,201.68,grapes
23,30,26,29.24,87.46,5.2,206.26,grapes
23,37,33,31.66,91.8,6.49,198.08,grapes
18,29,27,29.54,91.59,6.12,214.68,grapes
20,31,26,32.62,87.0,6.41,200.87,grapes
22,32,31,31.04,89.73,5.32,201.16,grapes
20,33,30,31.15,85.06,5.05,209.84,grapes
29,31,30,31.16,89.08,6.11,190.03,grapes
20,29,32,29.89,89.61,5.92,209.63,grapes
21,36,28,29.78,89.52,6.19,198.5,grapes
27,31,27,30.31,87.68,6.41,192.14,grapes
24,38,27,30.12,87.85,5.38,195.26,grapes
29,35,31,30.55,86.47,5.09,190.03,grapes
26,39,26,31.92,88.99,6.2,193.47,grapes
25,32,26,30.54,90.94,5.3,207.45,grapes
25,28,27,31.33,92.0,5.57,196.27,grapes
20,34,31,32.18,85.74,5.09,199.38,grapes
20,28,29,30.33,91.67,6.13,212.65,grapes
21,28,30,31.45,85.51,5.32,192.54,grapes
24,35,31,32.29,89.74,6.41,212.02,grapes
27,34,29,29.12,85.48,6.33,188.1,grapes
19,35,27,32.84,89.93,5.04,209.06,grapes
22,28,31,32.93,89.64,5.43,209.12,grapes
21,37,29,32.12,90.88,5.26,211.19,grapes
26,33,29,30.67,91.05,6.17,194.04,grapes
29,36,26,32.69,85.38,5.46,201.84,grapes
21,30,32,32.93,88.99,5.73,213.88,grapes
22,36,28,29.47,85.85,6.14,188.89,grapes
27,38,29,30.85,89.19,6.07,206.7,grapes
20,29,33,30.43,89.84,5.46,188.2,grapes
18,36,26,29.29,88.69,5.67,208.28,grapes
21,36,32,30.98,87.2,5.82,190.48,grapes
18,31,32,29.1,86.53,6.29,191.14,grapes
22,38,27,30.58,88.87,5.85,188.26,grapes
22,29,26,32.89,90.78,5.69,205.79,grapes
20,31,27,32.47,86.19,5.29,205.61,grapes
18,35,33,29.71,90.95,5.98,203.12,grapes
28,37,28,29.3,91.41,5.42,204.64,grapes
18,36,32,29.14,88.26,5.21,201.26,grapes
18,36,28,31.78,89.0,5.83,199.72,grapes
28,30,31,32.54,86.6,6.44,197.79,grapes
19,32,27,29.53,91.82,5.05,210.76,grapes
24,32,26,29.98,91.15,5.54,190.01,grapes
26,32,27,31.63,85.21,5.59,193.48,grapes
28,39,32,32.31,86.05,6.46,200.9,grapes
19,38,28,31.53,87.94,5.51,194.39,grapes
18,37,27,32.92,91.69,5.54,195.5,grapes
20,29,28,31.02,89.92,5.04,202.92,grapes
19,29,29,30.44,85.65,5.47,202.03,grapes
25,31,28,32.86,90.47,5.34,194.9,grapes
25,39,32,30.44,90.02,6.09,213.67,grapes
22,36,31,29.23,88.51,6.14,212.7,grapes
18,30,26,30.5,87.44,5.9,202.78,grapes
25,32,26,31.38,90.96,6.15,188.87,grapes
29,29,33,31.31,86.13,6.22,200.46,grapes
25,37,28,29.38,87.74,5.24,191.92,grapes
25,34,33,32.97,90.13,6.01,197.34,grapes
24,36,31,32.33,89.47,6.18,192.45,grapes
19,28,32,32.78,91.85,5.12,188.81,grapes
20,37,28,30.14,87.64,5.44,194.82,grapes
27,36,31,31.98,85.8,6.36,213.26,grapes
29,32,26,30.19,89.06,5.53,213.84,grapes
29,28,31,32.59,91.86,6.08,197.45,grapes
23,39,29,32.67,85.95,5.67,191.75,grapes
21,32,26,32.82,89.27,5.85,213.39,grapes
21,28,30,30.06,88.01,5.45,189.11,grapes
28,33,29,29.45,85.41,5.64,192.52,grapes
22,32,33,29.81,89.61,5.28,208.06,grapes
23,30,27,29.11,89.03,5.45,189.87,grapes
22,36,26,29.99,91.84,5.92,197.48,grapes
24,34,30,30.78,89.29,5.32,210.89,grapes
26,35,33,29.11,91.42,6.14,213.7,grapes
19,35,31,32.9,88.04,5.16,209.93,grapes
27,39,28,30.11,87.86,6.41,200.95,grapes
21,34,28,29.68,91.29,5.83,212.89,grapes
18,36,31,32.99,91.6,5.37,214.57,grapes
29,34,27,30.87,85.11,5.87,211.87,grapes
24,29,27,30.38,87.34,6.25,194.77,grapes
24,38,28,30.33,85.08,5.28,212.99,grapes
28,34,29,32.33,85.82,6.14,191.3,grapes
28,37,30,32.12,86.3,6.28,209.85,grapes
27,38,32,30.36,85.11,5.65,193.92,grapes
18,36,27,29.21,88.93,5.79,188.5,grapes
26,35,29,30.61,86.0,6.03,189.76,grapes
28,29,26,29.05,88.43,5.15,200.37,grapes
25,39,28,32.65,87.15,6.4,195.49,grapes
28,35,33,29.47,87.17,5.76,209.56,grapes
23,34,28,29.47,89.84,5.95,208.12,grapes
22,33,30,31.4,88.23,5.25,198.18,grapes
26,30,31,29.87,91.74,6.42,201.2,grapes
18,36,31,29.32,89.67,5.06,199.04,grapes
27,36,33,32.7,86.86,6.03,196.32,grapes
18,33,30,32.42,86.05,5.87,201.69,grapes
22,36,26,31.53,88.02,6.4,209.88,grapes
25,35,29,29.03,89.76,5.28,194.42,grapes
26,33,31,29.86,86.75,5.07,193.88,grapes
18,39,27,29.3,87.41,6.01,207.33,grapes
27,37,27,29.5,85.76,6.5,200.45,grapes
29,30,29,30.02,88.77,6.33,208.25,grapes
26,31,28,32.86,91.52,6.19,199.27,grapes
21,38,33,29.26,85.68,5.59,202.41,grapes
25,32,27,31.55,85.13,5.82,205.47,grapes
28,31,30,29.18,87.09,6.0,200.8,grapes
26,38,29,32.61,85.07,5.79,189.28,grapes
26,39,33,31.03,89.35,6.13,206.12,grapes
21,39,32,29.74,88.69,5.26,189.77,grapes
20,36,26,32.76,88.82,5.33,209.83,grapes
28,28,30,31.76,88.61,5.28,212.59,grapes
27,35,27,31.98,85.05,5.51,205.55,grapes
18,38,30,31.95,86.94,5.17,190.18,grapes
21,32,30,31.9,86.38,6.04,198.99,grapes
27,30,27,31.91,89.54,6.33,192.36,grapes
23,36,30,31.23,87.55,6.35,205.8,grapes
20,36,30,29.14,86.22,5.3,201.14,grapes
22,35,27,30.24,91.4,5.71,202.07,grapes
22,29,29,31.39,85.1,5.24,212.66,grapes
26,34,26,30.35,85.21,5.88,199.27,grapes
24,30,30,29.97,89.27,5.33,205.5,grapes
21,35,27,32.03,85.41,5.83,192.19,grapes
29,30,29,32.82,85.67,5.64,197.41,grapes
25,30,32,31.36,90.1,5.36,214.1,grapes
20,33,31,32.26,87.9,6.29,190.31,grapes
23,38,32,32.12,86.12,6.49,210.08,grapes
22,34,26,31.3,87.7,5.06,190.29,grapes
26,28,27,32.55,85.01,5.44,190.84,grapes
29,38,26,31.25,90.3,5.19,202.81,grapes
21,31,27,32.27,88.81,6.46,199.49,grapes
18,39,32,29.52,88.16,6.45,188.68,grapes
22,37,30,31.6,87.32,5.1,194.48,grapes
24,38,26,30.44,88.32,5.11,199.15,grapes
24,35,33,30.66,91.52,5.37,194.66,grapes
26,37,29,29.34,91.02,5.41,193.98,grapes
23,33,29,31.1,88.94,6.03,195.47,grapes
22,30,26,32.89,91.5,5.77,206.84,grapes
23,31,33,32.62,86.33,5.93,214.72,grapes
18,29,28,29.02,87.46,6.27,201.41,grapes
18,29,29,31.07,89.32,6.18,203.87,grapes
24,28,29,29.43,85.02,5.35,207.46,grapes
20,29,28,29.89,90.55,6.49,207.61,grapes
18,30,28,31.5,88.06,6.34,202.82,grapes
18,36,28,32.43,85.11,5.62,211.04,grapes
25,35,33,29.01,88.47,6.09,201.57,grapes
25,30,26,29.51,87.13,5.25,200.72,grapes
22,31,28,29.17,91.21,5.61,200.1,grapes
22,33,30,29.85,86.04,5.11,188.29,grapes
28,33,31,29.01,87.39,5.09,212.01,grapes
29,33,30,31.5,91.7,5.43,189.37,grapes
22,37,31,32.71,90.8,5.61,214.29,grapes
26,28,28,32.93,88.08,5.61,209.72,grapes
19,31,29,31.4,89.92,5.14,190.28,grapes
20,37,33,32.27,91.07,6.46,196.86,grapes
21,37,28,32.14,87.69,5.29,208.92,grapes
20,28,27,32.48,88.83,6.22,196.38,grapes
26,39,30,30.51,85.35,6.06,211.08,grapes
26,36,30,32.03,88.62,5.05,190.92,grapes
25,30,33,32.75,88.69,5.39,190.84,grapes
27,32,33,32.52,91.07,5.92,211.38,grapes
19,36,30,32.52,89.2,6.03,195.95,grapes
29,28,27,32.16,86.92,6.27,196.74,grapes
27,35,30,32.68,88.33,5.51,198.46,grapes
28,37,29,32.75,85.4,5.96,213.41,grapes
22,38,33,30.77,85.52,6.02,190.95,grapes
27,31,27,30.94,88.38,5.57,201.14,grapes
22,34,31,29.81,85.9,6.43,195.33,grapes
25,33,29,31.36,88.3,5.49,200.19,grapes
29,37,26,31.42,87.34,6.01,212.91,grapes
24,35,31,32.61,86.42,6.39,202.26,grapes
22,35,29,30.12,85.85,6.01,198.45,grapes
21,34,29,31.02,91.93,5.59,211.53,grapes
24,33,29,31.26,85.55,6.43,191.3,grapes
26,31,26,31.9,89.36,5.91,206.55,grapes
27,31,28,30.83,88.17,5.54,195.36,grapes
26,33,29,29.24,87.34,5.69,205.53,grapes
24,31,26,30.27,85.63,5.92,204.5,grapes
29,32,26,30.8,86.18,5.84,211.82,grapes
20,32,33,31.44,85.81,6.36,203.12,grapes
25,34,29,29.0,90.04,5.54,190.87,grapes
24,36,27,32.21,89.4,6.48,198.63,grapes
29,38,33,33.0,88.35,6.16,208.88,grapes
27,37,26,32.93,90.44,5.1,198.89,grapes
22,36,31,32.4,87.88,5.61,194.28,grapes
20,34,27,31.14,86.69,6.41,191.85,grapes
27,29,31,31.46,87.95,5.04,194.83,grapes
22,37,28,30.95,85.21,5.47,198.64,grapes
21,39,27,30.03,88.94,5.5,190.79,grapes
19,33,27,32.62,89.57,6.27,206.92,grapes
28,35,33,32.67,86.14,5.01,188.64,grapes
26,29,26,29.98,87.7,5.04,205.09,grapes
22,33,29,29.16,91.49,5.9,211.67,grapes
20,37,28,32.22,85.1,5.41,213.73,grapes
29,35,28,31.76,89.87,5.22,199.43,grapes
23,38,31,29.7,88.14,6.38,213.78,grapes
24,38,32,29.9,90.8,5.65,210.72,grapes
21,29,26,30.07,90.58,5.67,214.01,grapes
19,38,31,32.78,91.19,6.26,212.68,grapes
27,28,29,29.26,86.5,5.8,189.7,grapes
25,38,29,29.98,86.26,5.61,210.31,grapes
20,35,29,31.8,91.28,5.42,208.19,grapes
19,35,26,32.04,88.79,6.11,199.11,grapes
26,33,28,29.21,91.11,6.42,208.35,grapes
25,36,30,31.41,91.25,6.02,210.34,grapes
29,32,32,30.05,86.26,5.94,214.03,grapes
23,37,30,32.45,90.64,5.97,201.41,grapes
29,29,32,32.13,91.99,5.43,207.21,grapes
27,38,27,32.06,90.42,5.69,195.38,grapes
19,38,28,30.5,91.14,6.33,191.74,grapes
21,37,31,30.26,86.89,6.07,190.11,grapes
18,35,31,31.58,85.76,5.94,209.12,grapes
22,35,27,30.76,87.3,6.19,194.26,grapes
21,31,28,32.86,89.17,5.38,212.09,grapes
27,34,31,30.02,85.12,5.88,192.45,grapes
28,37,26,30.42,91.47,6.43,203.13,grapes
20,38,28,29.76,85.19,5.06,208.49,grapes
25,37,27,29.74,89.36,6.32,191.84,grapes
28,36,32,30.47,87.42,6.39,214.8,grapes
27,38,28,30.99,87.69,5.52,212.95,grapes
24,30,33,29.92,86.7,5.87,195.81,grapes
18,34,28,32.88,88.53,5.53,200.01,grapes
23,39,32,31.12,90.99,6.02,203.28,grapes
23,36,32,29.97,88.12,5.3,206.42,grapes
18,35,29,30.45,89.5,6.29,206.37,grapes
21,37,31,31.92,90.83,6.13,197.22,grapes
23,36,31,30.51,88.27,6.34,212.63,grapes
23,39,32,31.03,87.5,5.68,196.86,grapes
27,34,26,29.53,88.4,6.33,205.9,grapes
19,31,32,31.34,85.33,5.69,195.76,grapes
24,35,32,32.68,86.76,6.49,193.13,grapes
20,29,31,30.02,91.27,5.4,206.42,grapes
20,29,29,32.64,89.57,6.12,188.01,grapes
18,28,27,30.59,91.37,5.92,214.2,grapes
18,32,32,30.01,85.88,5.65,214.43,grapes
27,32,31,30.1,85.46,5.04,206.75,grapes
20,30,28,30.47,91.92,6.06,202.68,grapes
19,36,33,32.0,85.08,5.01,207.89,grapes
18,38,27,29.36,86.11,5.85,189.26,grapes
28,33,26,31.95,91.13,6.07,195.23,grapes
29,34,26,30.19,88.89,6.0,190.6,grapes
23,30,32,30.2,90.86,5.38,195.58,grapes
97,81,47,26.18,57.63,6.11,149.14,mango
100,83,46,26.22,54.98,4.79,106.0,mango
97,84,45,26.77,58.97,6.86,153.31,mango
96,79,40,26.18,56.76,5.48,146.5,mango
104,82,43,27.89,57.64,5.41,159.26,mango
104,86,42,27.89,60.97,5.3,158.91,mango
103,80,44,27.81,54.66,6.93,181.83,mango
103,85,45,27.88,59.94,6.85,152.93,mango
101,86,43,26.65,54.34,4.51,131.58,mango
98,80,42,26.79,60.54,4.94,178.75,mango
104,78,41,28.86,57.75,5.34,144.67,mango
98,85,46,28.41,60.32,4.72,142.44,mango
101,81,41,28.56,55.13,6.97,120.23,mango
97,86,45,26.27,60.41,4.94,138.83,mango
98,80,40,28.3,54.42,6.86,191.8,mango
101,87,48,28.97,54.1,6.72,151.55,mango
100,84,41,28.32,58.02,5.26,170.21,mango
98,81,43,28.49,57.72,5.71,109.28,mango
97,79,44,26.32,58.52,6.75,196.46,mango
104,86,49,28.7,61.79,6.78,112.87,mango
99,87,44,28.48,57.61,4.68,145.2,mango
96,81,44,27.93,56.19,6.98,183.15,mango
97,82,42,28.62,60.72,5.57,156.93,mango
97,82,49,27.03,56.54,5.61,137.98,mango
101,83,46,28.15,60.49,5.05,182.96,mango
99,81,49,26.1,59.8,6.94,165.08,mango
102,85,40,26.8,59.8,6.7,135.29,mango
102,78,44,27.94,54.61,6.11,176.76,mango
102,87,47,27.89,55.78,5.06,165.05,mango
100,82,43,27.77,54.6,4.73,163.86,mango
102,87,43,28.05,60.87,5.08,177.78,mango
103,78,41,28.27,59.47,5.95,197.23,mango
105,78,41,28.21,58.07,5.3,169.56,mango
100,78,48,28.73,54.21,6.83,153.51,mango
99,78,45,26.79,55.6,6.54,120.48,mango
98,82,40,28.99,58.18,5.61,162.9,mango
103,87,42,26.43,61.22,5.15,170.38,mango
100,79,48,27.47,56.32,4.55,140.71,mango
101,79,46,26.42,58.23,6.32,152.25,mango
96,85,46,27.75,56.68,5.55,116.88,mango
103,78,43,26.79,60.32,5.44,143.81,mango
105,80,48,26.56,58.17,4.83,176.85,mango
104,87,43,27.21,56.13,5.14,110.43,mango
100,86,42,28.76,57.74,5.35,118.21,mango
103,81,48,27.2,60.39,6.85,111.48,mango
101,78,43,27.38,55.98,6.22,114.36,mango
101,81,46,26.09,59.01,5.32,162.56,mango
99,86,42,27.0,58.21,4.61,141.6,mango
99,82,42,26.68,59.33,4.8,145.61,mango
96,83,42,27.05,56.29,4.94,191.73,mango
103,87,43,26.86,61.63,6.39,153.68,mango
99,78,41,27.09,55.99,4.77,142.39,mango
104,81,41,26.79,54.83,6.41,165.58,mango
96,79,46,27.39,55.78,6.1,168.05,mango
96,79,45,28.46,55.88,6.51,151.98,mango
98,87,47,28.02,55.08,5.69,113.55,mango
100,82,41,26.97,59.18,6.99,119.46,mango
104,78,45,28.04,56.25,5.72,191.01,mango
98,87,40,26.58,60.35,6.93,175.67,mango
101,79,45,26.13,57.22,6.57,160.5,mango
103,81,47,26.1,59.56,5.11,142.08,mango
99,86,46,27.67,61.73,5.81,192.88,mango
98,86,43,26.54,57.31,6.97,155.44,mango
99,83,46,26.36,58.21,5.88,101.35,mango
102,78,43,26.59,58.3,5.87,139.73,mango
101,82,41,28.17,60.78,4.89,190.84,mango
105,78,40,28.96,58.34,6.75,142.41,mango
103,87,42,28.12,57.74,6.86,139.16,mango
97,80,43,28.93,54.54,5.95,156.13,mango
100,86,46,26.38,59.87,6.05,116.67,mango
104,83,48,28.8,59.3,5.52,133.21,mango
103,80,45,28.11,57.12,5.9,177.14,mango
102,83,46,26.81,56.59,6.02,105.3,mango
97,85,42,26.72,56.91,5.81,134.84,mango
104,79,45,26.66,57.2,5.04,151.56,mango
102,86,40,27.8,56.8,6.9,155.51,mango
99,78,46,27.76,54.69,6.3,160.15,mango
103,87,48,28.57,61.48,5.24,142.86,mango
101,84,41,26.13,57.71,6.45,150.8,mango
102,84,42,28.55,61.38,4.7,107.1,mango
105,87,44,26.49,56.24,6.46,130.09,mango
103,80,42,28.53,58.61,4.94,118.38,mango
105,83,43,28.21,60.72,6.95,149.32,mango
97,78,40,27.91,54.18,5.64,102.07,mango
101,82,48,28.89,59.26,6.99,144.64,mango
102,84,46,26.99,61.96,6.76,175.94,mango
104,82,40,28.06,56.15,6.54,172.89,mango
96,81,46,26.33,60.24,5.45,115.23,mango
103,80,46,28.05,60.28,6.2,100.47,mango
105,81,45,26.12,61.17,5.62,113.9,mango
102,85,40,28.82,60.47,5.68,148.46,mango
97,80,44,26.87,57.09,6.88,195.71,mango
105,83,43,26.4,58.29,4.57,161.8,mango
104,84,40,28.07,57.34,5.17,146.02,mango
102,84,45,28.46,61.12,4.84,167.8,mango
97,78,47,27.69,61.01,5.64,121.48,mango
103,82,45,27.96,55.5,5.75,148.02,mango
99,82,47,27.04,56.65,5.53,132.38,mango
99,83,40,28.87,60.1,5.17,196.77,mango
100,79,44,28.62,58.08,4.78,104.5,mango
96,81,42,27.92,56.72,5.12,128.57,mango
102,81,45,27.91,61.81,5.22,145.51,mango
98,79,46,27.12,56.63,6.36,121.2,mango
97,78,46,27.0,54.85,4.66,110.44,mango
99,79,45,27.32,61.0,6.14,134.83,mango
101,79,45,28.82,59.32,5.12,193.1,mango
97,78,46,27.38,61.69,5.66,108.71,mango
101,86,47,27.13,59.58,5.65,194.08,mango
97,78,42,27.87,54.02,5.98,133.18,mango
97,78,42,28.05,58.59,5.18,125.29,mango
102,87,43,27.44,59.58,5.79,158.23,mango
103,82,43,28.21,59.6,5.82,148.05,mango
100,81,47,27.57,54.45,5.23,108.13,mango
102,84,41,26.2,59.55,6.59,173.61,mango
102,78,43,27.99,55.07,5.55,137.05,mango
102,82,40,28.72,61.96,5.83,192.95,mango
105,84,45,28.91,57.53,5.93,137.43,mango
104,78,41,27.55,55.82,5.74,124.18,mango
104,79,45,28.07,56.79,6.8,110.91,mango
103,85,49,26.98,59.73,5.0,181.09,mango
102,78,47,26.87,56.55,5.75,191.71,mango
103,87,48,27.4,60.17,5.33,191.04,mango
98,79,48,26.6,57.97,4.64,120.55,mango
100,84,49,26.39,59.95,4.61,138.03,mango
103,86,43,28.49,56.19,5.02,167.97,mango
96,84,49,28.24,61.76,5.02,172.46,mango
99,78,44,26.54,60.44,6.16,149.53,mango
104,81,40,28.16,61.01,5.17,163.98,mango
103,87,48,26.29,55.05,4.99,138.13,mango
101,78,47,28.38,56.5,5.41,138.85,mango
102,85,48,28.98,56.67,6.14,115.38,mango
97,78,43,28.17,56.88,6.53,123.72,mango
103,86,49,28.98,58.9,4.51,136.56,mango
101,84,44,28.54,55.32,5.17,150.66,mango
96,81,45,28.71,61.94,5.06,133.45,mango
105,82,45,27.77,54.51,6.43,155.65,mango
104,84,47,26.89,60.32,5.95,104.23,mango
104,85,44,28.88,60.6,6.6,190.74,mango
96,84,47,26.38,59.04,4.5,167.38,mango
96,80,48,27.11,54.82,6.52,101.55,mango
100,86,43,26.97,58.76,6.03,196.64,mango
96,81,45,27.19,58.73,6.66,174.87,mango
103,79,41,26.55,56.02,4.55,139.93,mango
102,83,48,28.48,60.82,5.67,184.58,mango
103,80,47,27.02,54.63,6.18,180.29,mango
104,87,41,26.15,60.69,5.87,110.88,mango
104,80,45,28.04,61.33,6.4,126.96,mango
103,79,42,26.99,55.09,5.15,159.46,mango
97,80,41,28.07,60.19,4.64,102.72,mango
97,82,49,26.51,59.27,4.9,166.23,mango
99,84,48,27.7,59.71,5.08,123.03,mango
97,81,43,27.91,57.88,5.53,158.84,mango
104,84,42,28.21,60.4,5.21,189.96,mango
101,87,48,28.6,57.67,6.83,121.55,mango
96,80,45,26.0,57.72,5.99,139.21,mango
104,80,40,27.46,55.5,4.8,196.96,mango
100,86,41,26.21,59.97,6.79,119.78,mango
97,79,43,27.79,58.36,5.68,145.05,mango
100,83,47,28.07,55.55,5.76,106.4,mango
100,83,41,28.97,61.57,6.64,119.68,mango
103,78,45,28.78,55.41,4.91,133.79,mango
105,81,44,26.08,58.65,6.26,191.94,mango
104,78,47,26.29,56.22,4.69,131.15,mango
105,79,49,26.75,56.96,5.61,102.63,mango
102,84,42,28.12,61.24,6.24,134.85,mango
98,87,46,27.84,55.51,6.11,145.91,mango
97,87,48,27.66,60.5,6.71,186.38,mango
98,83,45,28.83,56.92,6.06,173.14,mango
104,84,43,28.29,58.63,6.36,134.03,mango
100,83,40,28.1,55.48,6.52,147.7,mango
98,85,46,26.04,57.86,5.9,187.4,mango
96,82,48,27.51,56.38,6.2,128.51,mango
103,85,41,27.86,56.15,5.12,136.67,mango
102,86,40,27.91,57.05,4.84,183.84,mango
100,87,49,26.0,55.38,6.55,167.75,mango
99,86,46,26.79,59.01,6.49,174.6,mango
96,85,43,28.22,55.42,5.26,107.17,mango
100,82,44,27.93,54.21,6.12,156.96,mango
98,78,43,27.21,57.87,5.12,142.43,mango
98,86,48,26.97,55.59,6.29,102.35,mango
99,86,47,26.42,57.26,4.67,198.85,mango
98,78,46,28.68,60.13,6.58,147.85,mango
99,86,47,26.57,54.96,6.02,133.51,mango
104,82,42,28.73,58.95,6.73,136.52,mango
103,87,47,26.56,61.93,4.91,185.99,mango
100,83,42,27.65,54.49,5.6,162.61,mango
99,80,45,27.88,60.95,4.59,198.27,mango
103,82,40,26.12,54.55,4.59,113.52,mango
106,87,45,26.03,57.13,6.1,194.24,mango
97,85,44,28.15,59.22,4.56,125.62,mango
96,78,49,28.17,57.51,6.25,168.77,mango
103,86,49,26.52,54.25,5.92,120.8,mango
103,82,40,26.79,55.04,4.65,104.01,mango
104,84,42,26.09,56.78,6.46,121.7,mango
99,83,44,26.95,57.1,4.54,143.07,mango
105,81,41,26.35,58.18,5.36,107.2,mango
100,83,41,28.16,61.45,5.69,168.53,mango
96,85,45,26.34,61.72,4.81,107.93,mango
103,79,47,28.54,56.05,6.38,161.63,mango
98,78,41,28.57,61.71,4.53,125.48,mango
102,82,49,27.04,54.97,6.25,149.68,mango
100,78,41,27.32,56.58,4.58,164.8,mango
99,86,47,26.9,54.16,5.79,171.92,mango
96,84,46,26.38,60.13,5.08,123.48,mango
96,84,49,27.75,59.24,5.94,178.21,mango
104,83,40,28.32,60.7,6.43,102.57,mango
101,84,41,28.5,60.89,5.63,170.73,mango
105,83,46,28.54,59.14,5.79,144.75,mango
104,85,43,27.77,61.23,6.06,180.05,mango
98,79,47,28.46,55.19,5.57,164.48,mango
100,83,47,27.88,60.83,6.6,189.42,mango
101,86,40,26.21,60.13,5.91,172.96,mango
102,82,48,26.57,59.89,5.73,149.77,mango
101,84,44,27.52,54.09,4.51,169.12,mango
97,87,45,28.38,59.06,4.71,169.46,mango
104,79,47,28.98,57.64,4.95,156.19,mango
102,85,43,28.49,57.1,4.91,108.23,mango
104,87,45,28.9,59.87,6.2,138.14,mango
104,82,48,27.69,60.91,6.88,142.33,mango
97,78,49,27.66,54.01,5.1,102.7,mango
101,84,46,29.0,57.13,5.71,175.74,mango
96,83,42,28.41,55.75,5.96,164.82,mango
99,81,47,27.93,57.95,4.52,171.6,mango
99,83,40,26.11,60.65,4.62,160.84,mango
101,78,46,26.56,54.38,6.27,176.16,mango
104,81,49,27.11,57.45,5.24,180.0,mango
101,85,47,28.53,56.09,5.54,139.24,mango
99,84,45,28.25,58.67,6.92,144.02,mango
96,79,46,26.33,61.19,5.28,187.74,mango
98,82,42,26.04,55.07,6.86,144.99,mango
98,86,46,28.92,60.13,5.59,133.28,mango
96,84,46,26.12,55.51,5.73,164.17,mango
97,86,43,27.34,59.16,6.16,113.23,mango
97,81,47,26.74,58.47,4.59,119.78,mango
101,80,44,27.67,57.54,5.4,139.56,mango
105,86,47,26.97,54.6,5.29,125.87,mango
102,87,42,27.8,55.09,4.5,110.47,mango
96,83,47,28.15,55.66,5.85,185.62,mango
97,80,41,28.6,58.02,6.62,125.71,mango
96,85,40,28.06,54.2,5.66,148.91,mango
101,86,43,28.66,57.19,5.91,149.87,mango
99,81,48,26.14,55.79,5.97,174.49,mango
103,86,47,27.3,59.17,4.81,116.89,mango
100,86,44,27.29,54.15,5.17,164.82,mango
104,78,47,26.06,60.79,5.81,130.23,mango
103,81,43,26.43,54.73,5.83,131.71,mango
101,86,49,28.62,59.0,6.74,184.98,mango
102,82,42,26.57,58.85,4.66,104.26,mango
98,80,44,26.25,59.11,5.26,122.39,mango
103,80,46,27.32,55.85,6.43,164.6,mango
102,86,45,27.32,55.78,6.35,160.29,mango
100,85,41,28.15,59.23,4.95,157.24,mango
96,80,45,27.93,58.3,6.49,115.71,mango
98,81,49,26.24,54.56,6.94,195.99,mango
